estimated_prefill_fraction,tenant_count,turn_index,tenant_id,history_limit_tokens,ttft_ms,blocking_ms,estimated_prefill_ms,estimated_remaining_ttft_ms,input_tokens,prefix_hit_tokens,computation_tokens
0.7,16,7,3,24576,32222.2379,0.1052,22555.492889999998,9666.63981,13642.0,11312.0,2330.0
0.7,16,7,14,12288,657.1768,0.0231,460.00758999999994,197.14611000000002,4093.0,3488.0,605.0
0.7,16,7,15,12288,32187.7897,0.0954,22531.386010000002,9656.30829,4092.0,3472.0,620.0
0.7,16,7,11,12288,1097.4643,0.0127,768.21612,329.23548000000005,4093.0,3488.0,605.0
0.7,16,7,13,12288,32291.391,0.1403,22603.87549,9687.375210000002,4093.0,3488.0,605.0
0.7,16,7,5,24576,32116.2725,0.0663,22481.34434,9634.86186,13509.0,11440.0,2069.0
0.7,16,7,9,12288,32231.9225,0.1164,22562.26427,9669.541830000002,4093.0,3488.0,605.0
0.7,16,7,2,24576,41946.335,435.3635,29057.68005,12453.29145,13655.0,11472.0,2183.0
0.7,16,7,7,24576,32050.4982,0.0555,22435.30989,9615.132810000003,13308.0,11152.0,2156.0
0.7,16,7,16,12288,32124.8142,0.0761,22487.31667,9637.421430000002,4015.0,3376.0,639.0
0.7,16,7,1,24576,41950.9956,435.3722,29060.93638,12454.687020000005,13360.0,11184.0,2176.0
0.7,16,7,10,12288,32294.0597,0.127,22605.75289,9688.179810000001,4093.0,3488.0,605.0
0.7,16,7,12,12288,41998.8199,0.0281,29399.154259999996,12599.637540000003,4093.0,3488.0,605.0
0.7,16,8,2,24576,38490.127,0.1204,26943.00462,11547.001980000001,15728.0,13648.0,2080.0
0.7,16,8,1,24576,51502.223,52.1432,36015.05586,15435.02394,15897.0,13360.0,2537.0
0.7,16,8,5,24576,38661.8789,0.2727,27063.12434,11598.481860000004,15662.0,13504.0,2158.0
0.7,16,8,14,12288,38436.7797,0.0847,26905.6865,11531.0085,4849.0,4080.0,769.0
0.7,16,8,6,24576,5708.7871,0.0435,3996.1205199999995,1712.6230800000003,15733.0,13600.0,2133.0
0.7,16,8,10,12288,38624.0041,0.2095,27036.65622,11587.13838,4849.0,4080.0,769.0
0.7,16,8,7,24576,51510.6038,52.16,36020.910659999994,15437.53314,15599.0,13296.0,2303.0
0.7,16,8,4,24576,38655.2181,0.2479,27058.479139999996,11596.49106,15979.0,13648.0,2331.0
0.7,16,8,8,24576,51560.2993,0.0673,36092.162399999994,15468.069600000003,15602.0,13296.0,2306.0
0.7,16,8,15,12288,51490.1684,52.1265,36006.62933,15431.41257,4848.0,4080.0,768.0
0.7,16,8,12,12288,38492.2088,0.1021,26944.474690000003,11547.632010000001,4849.0,4080.0,769.0
0.7,16,8,13,12288,38633.8819,0.2283,27043.55752,11590.09608,4848.0,4080.0,768.0
0.7,16,8,9,12288,38615.2299,0.1901,27030.52786,11584.51194,4848.0,4080.0,768.0
0.7,16,8,16,12288,38616.7339,0.1718,27031.59347,11584.968630000003,4609.0,4000.0,609.0
0.7,16,8,11,12288,38532.6614,0.1376,26972.766659999994,11559.757140000002,4849.0,4080.0,769.0
0.7,16,8,3,24576,38536.327,0.1546,26975.320679999997,11560.851719999999,15978.0,13648.0,2330.0
0.7,16,9,4,24576,42491.9864,0.1012,29744.31964,12747.565560000003,18037.0,15984.0,2053.0
0.7,16,9,7,24576,42432.1612,0.0673,29702.465729999996,12729.628170000004,17792.0,15584.0,2208.0
0.7,16,9,9,12288,42694.6708,0.2287,29886.10947,12808.33263,5505.0,4848.0,657.0
0.7,16,9,16,12288,1009.3659,0.0234,706.5397499999999,302.80275000000006,5431.0,4608.0,823.0
0.7,16,9,11,12288,42546.7047,0.1365,29782.597739999997,12763.970460000004,5506.0,4848.0,658.0
0.7,16,9,12,12288,42594.8492,0.1536,29816.28692,12778.40868,5505.0,4848.0,657.0
0.7,16,9,14,12288,1635.2543,0.0124,1144.66933,490.57257000000004,5506.0,4848.0,658.0
0.7,16,9,1,24576,55260.1896,0.0341,38682.10885,16578.046650000004,18032.0,15888.0,2144.0
0.7,16,9,10,12288,42487.9017,0.0841,29741.47232,12746.345280000001,5505.0,4848.0,657.0
0.7,16,9,5,24576,42697.7313,0.2532,29888.234669999998,12809.243430000002,17955.0,15664.0,2291.0
0.7,16,9,6,24576,42598.2641,0.1709,29818.66524,12779.427960000005,17810.0,15744.0,2066.0
0.7,16,9,13,12288,42656.2832,0.2092,29859.2518,12796.822200000002,5504.0,5344.0,160.0
0.7,16,9,8,24576,42538.6048,0.1195,29776.93971,12761.545590000002,17795.0,15600.0,2195.0
0.7,16,9,2,24576,55253.3662,631.0967,38235.58864999999,16386.680850000004,18007.0,15728.0,2279.0
0.7,16,9,15,12288,42424.9757,0.0506,29697.447569999997,12727.477530000004,5505.0,4848.0,657.0
0.7,16,9,3,24576,42647.0953,0.1889,29852.834479999998,12794.071920000002,18035.0,15984.0,2051.0
0.7,16,10,8,24576,51284.8379,0.231,35899.22483,15385.38207,19931.0,17792.0,2139.0
0.7,16,10,12,12288,51252.4624,0.211,35876.575979999994,15375.67542,6105.0,5504.0,601.0
0.7,16,10,13,12288,60043.6983,641.386,41581.61861,17820.69369,6103.0,6000.0,103.0
0.7,16,10,4,24576,51145.3798,0.1386,35801.66884,15343.572360000006,20099.0,18032.0,2067.0
0.7,16,10,3,24576,60124.5477,0.0863,42087.12298,18037.33842,20097.0,18032.0,2065.0
0.7,16,10,2,24576,51243.0897,0.1909,35870.02915999999,15372.869640000004,20116.0,18000.0,2116.0
0.7,16,10,5,24576,51080.2483,0.1036,35756.10129,15324.043409999998,20056.0,17968.0,2088.0
0.7,16,10,1,24576,51282.1075,0.2551,35897.29667999999,15384.555720000004,20159.0,18032.0,2127.0
0.7,16,10,6,24576,60061.7408,641.42,41594.224559999995,17826.096240000006,19949.0,17824.0,2125.0
0.7,16,10,16,12288,60069.2204,641.4369,41599.448449999996,17828.33505,6103.0,5424.0,679.0
0.7,16,10,11,12288,866.3094,0.0444,606.3855,259.8795,6106.0,5504.0,602.0
0.7,16,10,15,12288,1511.1508,0.0101,1057.79849,453.34221,6105.0,5504.0,601.0
0.7,16,10,14,12288,51219.0736,0.1557,35853.242529999996,15365.675370000004,6106.0,5504.0,602.0
0.7,16,10,10,12288,51223.8551,0.1728,35856.57761,15367.10469,6105.0,5504.0,601.0
0.7,16,10,7,24576,51138.3666,0.1217,35796.77142999999,15341.473470000004,19928.0,17792.0,2136.0
0.7,16,10,9,12288,60046.8979,641.403,41583.84643,17821.648470000007,6105.0,5504.0,601.0
0.7,8,1,2,24576,311.6394,0.0203,218.13336999999999,93.48573000000002,840.0,0.0,840.0
0.7,8,1,6,12288,397.2998,0.0066,278.10524,119.18796000000003,840.0,832.0,8.0
0.7,8,1,8,12288,80.5549,0.0378,56.36196999999999,24.155130000000007,50.0,0.0,50.0
0.7,8,1,1,24576,396.43,0.0226,277.48517999999996,118.92222000000004,636.0,0.0,636.0
0.7,8,1,4,24576,335.6118,0.0361,234.90299000000002,100.67271000000002,243.0,0.0,243.0
0.7,8,1,3,24576,332.4369,0.0271,232.68685999999997,99.72294,243.0,240.0,3.0
0.7,8,1,7,12288,304.4614,0.014,213.11318,91.33422000000002,50.0,48.0,2.0
0.7,8,1,5,12288,303.2793,0.0075,212.29026,90.98154,69.0,0.0,69.0
0.7,8,2,4,24576,1671.3262,0.0177,1169.9159499999998,501.39255,2549.0,240.0,2309.0
0.7,8,2,7,12288,3614.6483,0.0322,2530.2312699999998,1084.38483,703.0,48.0,655.0
0.7,8,2,8,12288,3624.4887,0.05,2537.1070899999995,1087.3316100000002,704.0,48.0,656.0
0.7,8,2,1,24576,3622.2212,0.0691,2535.50647,1086.64563,2732.0,624.0,2108.0
0.7,8,2,3,24576,855.3836,0.0238,598.75186,256.60794,2549.0,240.0,2309.0
0.7,8,2,5,12288,1675.881,0.0073,1173.11159,502.7621100000001,831.0,64.0,767.0
0.7,8,2,2,24576,3612.2511,0.0151,2528.5651999999995,1083.6708000000003,2947.0,832.0,2115.0
0.7,8,2,6,12288,3635.8427,0.0935,2545.02444,1090.72476,1386.0,832.0,554.0
0.7,8,3,1,24576,7376.1338,0.0154,5163.282879999999,2212.8355200000005,4867.0,2720.0,2147.0
0.7,8,3,5,12288,7401.8011,0.0761,5181.2074999999995,2220.5175,1471.0,816.0,655.0
0.7,8,3,6,12288,2374.0866,0.0133,1661.85131,712.22199,2031.0,1376.0,655.0
0.7,8,3,7,12288,2376.1176,0.0067,1663.27763,712.8332700000001,1481.0,688.0,793.0
0.7,8,3,8,12288,2394.8895,0.0229,1676.4066200000002,718.4599800000001,1481.0,704.0,777.0
0.7,8,3,2,24576,1758.9184,0.0331,1231.2197099999998,527.6655900000001,5029.0,2944.0,2085.0
0.7,8,3,3,24576,7403.494,0.0519,5182.40947,2221.0326299999997,4865.0,2544.0,2321.0
0.7,8,3,4,24576,7378.5142,0.0335,5164.93649,2213.54421,4866.0,2544.0,2322.0
0.7,8,4,2,24576,10596.1153,0.0158,7417.269649999999,3178.829850000001,7275.0,5024.0,2251.0
0.7,8,4,1,24576,10622.6718,0.033,7435.84716,3186.7916400000004,6950.0,4864.0,2086.0
0.7,8,4,4,24576,10649.1928,0.0942,7454.36902,3194.729580000001,6926.0,4864.0,2062.0
0.7,8,4,6,12288,463.4276,0.0389,324.37208999999996,139.01661000000001,2575.0,2016.0,559.0
0.7,8,4,5,12288,1078.1363,0.007,754.6905099999998,323.43879000000004,2343.0,1472.0,871.0
0.7,8,4,3,24576,10625.154,0.0505,7437.572450000001,3187.5310500000005,6925.0,4864.0,2061.0
0.7,8,4,7,12288,1093.7945,0.0174,765.64397,328.13313000000005,2232.0,1472.0,760.0
0.7,8,4,8,12288,10651.6529,0.0693,7456.10852,3195.47508,2232.0,1472.0,760.0
0.7,8,5,2,24576,13477.6424,0.0522,9434.31314,4043.2770600000003,9352.0,7264.0,2088.0
0.7,8,5,3,24576,4145.4253,0.0243,2901.7807,1243.6203,8994.0,6912.0,2082.0
0.7,8,5,8,12288,4130.8449,0.0142,2891.58149,1239.2492100000004,2830.0,2224.0,606.0
0.7,8,5,6,12288,525.9443,0.0473,368.1279,157.76910000000004,3100.0,2560.0,540.0
0.7,8,5,7,12288,13461.2725,0.0335,9422.8673,4038.3716999999997,2829.0,2224.0,605.0
0.7,8,5,4,24576,13484.9888,0.0764,9439.43868,4045.47372,8994.0,6928.0,2066.0
0.7,8,5,1,24576,13455.4215,0.0158,9418.78399,4036.6217100000013,9045.0,6944.0,2101.0
0.7,8,5,5,12288,4134.4673,0.0072,2894.12207,1240.3380300000003,3029.0,2336.0,693.0
0.7,8,6,4,24576,17983.6597,0.095,12588.495289999999,5395.06941,11311.0,8992.0,2319.0
0.7,8,6,5,12288,5250.7343,0.0086,3675.5079899999996,1575.2177100000004,3759.0,3024.0,735.0
0.7,8,6,2,24576,17951.2887,0.037,12565.876189999999,5385.375510000002,11477.0,9344.0,2133.0
0.7,8,6,1,24576,17920.6027,0.0165,12544.410339999999,5376.175859999999,11195.0,9040.0,2155.0
0.7,8,6,3,24576,4410.0287,0.0455,3086.9882399999997,1322.99496,11311.0,8992.0,2319.0
0.7,8,6,6,12288,5254.5669,0.0206,3678.18241,1576.36389,3671.0,3088.0,583.0
0.7,8,6,7,12288,17958.9779,0.0551,12571.24596,5387.67684,3487.0,2816.0,671.0
0.7,8,6,8,12288,17990.4054,0.125,12593.196279999998,5397.084120000001,3488.0,2816.0,672.0
0.7,8,7,4,24576,21756.4294,0.047,15229.46768,6526.9147200000025,13641.0,11312.0,2329.0
0.7,8,7,2,24576,21628.8452,0.0089,15140.185409999998,6488.650890000001,13658.0,11472.0,2186.0
0.7,8,7,1,24576,21691.7485,0.0275,15184.2047,6507.516300000001,13358.0,11184.0,2174.0
0.7,8,7,3,24576,21787.5814,0.0574,15251.266799999998,6536.2572,13642.0,11312.0,2330.0
0.7,8,7,7,12288,21799.1334,0.0712,15259.34354,6539.71866,4091.0,3472.0,619.0
0.7,8,7,5,12288,610.1058,0.0487,427.03997,183.01713,4293.0,3760.0,533.0
0.7,8,7,6,12288,21754.847,0.037,15228.367,6526.443000000001,4381.0,3664.0,717.0
0.7,8,7,8,12288,21687.0027,0.0183,15180.889079999999,6506.095320000002,4093.0,3488.0,605.0
0.7,8,8,4,24576,26321.8607,0.0851,18425.24292,7896.53268,15978.0,13648.0,2330.0
0.7,8,8,8,12288,833.3614,0.026,583.33478,250.00062000000003,4849.0,4080.0,769.0
0.7,8,8,1,24576,26355.9575,0.1048,18449.096889999997,7906.755810000002,15895.0,13360.0,2535.0
0.7,8,8,2,24576,26364.9388,0.1292,18455.366719999998,7909.442880000002,15731.0,13648.0,2083.0
0.7,8,8,5,12288,26326.0605,0.0676,18428.19503,7897.797870000002,4910.0,4288.0,622.0
0.7,8,8,6,12288,26299.0384,0.0334,18409.303499999998,7889.701500000003,4981.0,4368.0,613.0
0.7,8,8,7,12288,26303.742,0.0506,18412.58398,7891.10742,4847.0,4080.0,767.0
0.7,8,8,3,24576,26264.6321,0.016,18385.231269999997,7879.384830000003,15979.0,13648.0,2331.0
0.7,8,9,1,24576,27719.8574,0.0157,19403.889189999998,8315.952510000003,18030.0,15888.0,2142.0
0.7,8,9,2,24576,27774.5835,0.0499,19442.173519999997,8332.360080000002,18010.0,15728.0,2282.0
0.7,8,9,5,12288,27813.8731,0.068,19469.66357,8344.14153,5667.0,4912.0,755.0
0.7,8,9,8,12288,27818.5211,0.0892,19472.90233,8345.529570000002,5506.0,4848.0,658.0
0.7,8,9,3,24576,27847.0556,0.1064,19492.864439999998,8354.084760000002,18036.0,15984.0,2052.0
0.7,8,9,6,12288,27769.7756,0.0323,19438.82031,8330.922990000003,5522.0,4976.0,546.0
0.7,8,9,7,12288,27843.4831,0.0969,19490.370339999998,8353.015860000003,5504.0,4848.0,656.0
0.7,8,9,4,24576,6288.0154,0.0305,4401.58943,1886.3954700000004,18035.0,15984.0,2051.0
0.7,8,10,2,24576,23696.6473,0.1285,16587.56316,7108.95564,20119.0,20048.0,71.0
0.7,8,10,1,24576,23588.2193,0.0493,16511.719,7076.451000000001,20157.0,18032.0,2125.0
0.7,8,10,4,24576,23648.3372,0.0841,16553.77717,7094.4759300000005,20097.0,18032.0,2065.0
0.7,8,10,8,12288,870.8962,0.0282,609.6076,261.2604,6106.0,5504.0,602.0
0.7,8,10,7,12288,23538.499,0.0155,16476.938449999998,7061.545050000001,6104.0,5504.0,600.0
0.7,8,10,3,24576,23544.3589,0.0322,16481.02869,7063.298009999999,20098.0,18032.0,2066.0
0.7,8,10,5,12288,23597.1445,0.0664,16517.95467,7079.12343,6234.0,5664.0,570.0
0.7,8,10,6,12288,23643.814,0.1034,16550.59742,7093.11318,6124.0,5520.0,604.0
0.7,32,1,7,24576,575.0329,0.2367,402.35733999999997,172.43886000000003,50.0,48.0,2.0
0.7,32,1,32,12288,608.4823,0.1604,425.82533,182.49657000000002,53.0,48.0,5.0
0.7,32,1,23,12288,582.6342,0.2513,407.66802999999993,174.71487000000002,47.0,32.0,15.0
0.7,32,1,21,12288,219.9503,0.0226,153.94939,65.97831,47.0,32.0,15.0
0.7,32,1,28,12288,198.7748,0.0116,139.13424,59.628960000000006,586.0,0.0,586.0
0.7,32,1,20,12288,626.9802,0.374,438.62433999999996,187.98185999999998,47.0,32.0,15.0
0.7,32,1,29,12288,587.1101,0.2811,410.78029999999995,176.0487,53.0,0.0,53.0
0.7,32,1,31,12288,579.7222,0.1915,405.67149,173.85921000000002,53.0,48.0,5.0
0.7,32,1,30,12288,595.4285,0.2216,416.64483,178.56207,53.0,48.0,5.0
0.7,32,1,19,12288,617.2271,0.2962,431.85162999999994,185.07927,47.0,32.0,15.0
0.7,32,1,26,12288,550.7143,0.0874,385.43882999999994,165.18807000000004,47.0,32.0,15.0
0.7,32,1,16,24576,573.3298,0.1312,401.2390199999999,171.95958000000002,47.0,32.0,15.0
0.7,32,1,10,24576,566.0202,0.1168,396.13238,169.77102000000002,50.0,48.0,2.0
0.7,32,1,18,12288,544.2798,0.0145,380.98571,163.27959000000004,47.0,32.0,15.0
0.7,32,1,22,12288,632.39,0.3948,442.39663999999993,189.59856000000002,47.0,32.0,15.0
0.7,32,1,2,24576,614.2286,0.326,429.73181999999997,184.17078000000004,840.0,0.0,840.0
0.7,32,1,27,12288,633.1272,0.3574,442.93886,189.83094000000006,905.0,0.0,905.0
0.7,32,1,13,24576,537.2791,0.0435,376.06492,161.17068,50.0,48.0,2.0
0.7,32,1,15,24576,546.8207,0.0729,382.72346,164.02434,49.0,48.0,1.0
0.7,32,1,14,24576,258.5138,0.0273,180.94054999999997,77.54595,50.0,48.0,2.0
0.7,32,1,8,24576,125.3557,0.0291,87.72861999999999,37.59798000000001,50.0,0.0,50.0
0.7,32,1,5,24576,554.4799,0.1021,388.06446000000005,166.31334000000004,69.0,0.0,69.0
0.7,32,1,1,24576,596.7532,0.266,417.54104,178.94616000000002,636.0,0.0,636.0
0.7,32,1,12,24576,541.3953,0.0291,378.95634,162.40986000000004,50.0,48.0,2.0
0.7,32,1,9,24576,591.0654,0.177,413.6218799999999,177.26652,50.0,48.0,2.0
0.7,32,1,4,24576,575.8073,0.2064,402.92063,172.68027,243.0,0.0,243.0
0.7,32,1,6,24576,617.9154,0.1457,432.4387899999999,185.33091000000002,840.0,832.0,8.0
0.7,32,1,3,24576,540.5506,0.0584,378.34454,162.14766000000003,243.0,240.0,3.0
0.7,32,1,11,24576,627.9066,0.3419,439.29528999999997,188.26941000000005,50.0,48.0,2.0
0.7,32,1,25,12288,203.9912,0.0101,142.78677,61.19433000000001,47.0,32.0,15.0
0.7,32,1,24,12288,244.9766,0.0372,171.45757999999998,73.48182,47.0,0.0,47.0
0.7,32,1,17,12288,590.3558,0.3109,413.03143000000006,177.01347000000004,47.0,32.0,15.0
0.7,32,2,13,24576,2449.1494,0.0258,1714.3865199999998,734.7370800000001,2240.0,48.0,2192.0
0.7,32,2,22,12288,13051.4642,6474.1023,4604.15333,1973.2085700000007,613.0,48.0,565.0
0.7,32,2,31,12288,7411.6684,0.2903,5187.964669999999,2223.4134300000005,810.0,48.0,762.0
0.7,32,2,18,12288,7412.2084,0.3069,5188.331050000001,2223.57045,613.0,48.0,565.0
0.7,32,2,28,12288,7439.0156,0.394,5207.03512,2231.58648,1684.0,576.0,1108.0
0.7,32,2,26,12288,2436.5205,0.0064,1705.5598699999998,730.95423,613.0,48.0,565.0
0.7,32,2,32,12288,11763.3203,1453.6179,7216.791679999999,3092.9107200000008,811.0,48.0,763.0
0.7,32,2,29,12288,11763.8239,1453.702,7217.08533,3093.03657,811.0,48.0,763.0
0.7,32,2,23,12288,2444.955,0.019,1711.4552,733.4808,612.0,48.0,564.0
0.7,32,2,25,12288,11757.9633,1453.6344,7213.030229999999,3091.298670000001,612.0,48.0,564.0
0.7,32,2,27,12288,11766.9865,1453.6857,7219.31056,3093.990240000001,1737.0,896.0,841.0
0.7,32,2,17,12288,11747.4258,1453.6018,7205.6768,3088.1472000000003,612.0,48.0,564.0
0.7,32,2,6,24576,7437.1418,0.4307,5205.69777,2231.0133300000007,2922.0,832.0,2090.0
0.7,32,2,19,12288,11785.864,0.274,8249.913,3535.6769999999997,612.0,48.0,564.0
0.7,32,2,21,12288,11737.0889,1453.5612,7198.46939,3085.0583100000003,613.0,48.0,565.0
0.7,32,2,24,12288,7432.1839,0.375,5202.266229999999,2229.5426700000007,613.0,48.0,565.0
0.7,32,2,2,24576,1012.8271,0.0431,708.9488,303.8352,2947.0,832.0,2115.0
0.7,32,2,5,24576,11772.3241,1453.7184,7223.02399,3095.5817100000004,2367.0,64.0,2303.0
0.7,32,2,8,24576,11761.5114,1453.6508,7215.50242,3092.35818,2240.0,48.0,2192.0
0.7,32,2,11,24576,11772.5032,1453.7349,7223.137809999999,3095.6304900000005,2240.0,48.0,2192.0
0.7,32,2,14,24576,2433.937,0.0127,1703.7470099999996,730.1772900000001,2240.0,48.0,2192.0
0.7,32,2,1,24576,7443.9962,0.4541,5210.479469999999,2233.0626300000004,2732.0,624.0,2108.0
0.7,32,2,10,24576,7431.569,0.3578,5201.84784,2229.3633600000003,2240.0,48.0,2192.0
0.7,32,2,15,24576,13046.3075,6474.0856,4600.55533,1971.6665700000003,2239.0,48.0,2191.0
0.7,32,2,12,24576,7414.8103,0.3411,5190.12844,2224.34076,2240.0,48.0,2192.0
0.7,32,2,16,24576,11745.9427,1453.5448,7204.678529999999,3087.7193700000007,2149.0,48.0,2101.0
0.7,32,2,3,24576,7445.4761,0.4119,5211.54494,2233.51926,2542.0,240.0,2302.0
0.7,32,2,9,24576,13056.5578,1453.5284,8122.120580000001,3480.9088200000006,2240.0,48.0,2192.0
0.7,32,2,4,24576,11740.978,1453.5778,7201.1801399999995,3086.2200600000006,2549.0,240.0,2309.0
0.7,32,2,7,24576,7417.4124,0.324,5191.96188,2225.1265200000007,2240.0,48.0,2192.0
0.7,32,2,30,12288,11761.4244,1453.6675,7215.42983,3092.3270700000003,812.0,48.0,764.0
0.7,32,2,20,12288,2459.9878,0.036,1721.9662599999997,737.9855400000001,612.0,32.0,580.0
0.7,32,3,10,24576,20487.6406,0.2856,14341.1485,6146.2065,4554.0,2240.0,2314.0
0.7,32,3,11,24576,20430.9504,383.6158,14033.13422,6014.200380000002,4554.0,2240.0,2314.0
0.7,32,3,27,12288,10046.9453,0.3706,7032.602289999999,3013.9724100000003,2258.0,1728.0,530.0
0.7,32,3,28,12288,10042.8473,0.3534,7029.74573,3012.74817,2203.0,1680.0,523.0
0.7,32,3,21,12288,323.239,0.0263,226.24888999999996,96.96381000000002,1269.0,608.0,661.0
0.7,32,3,18,12288,10020.107,0.3027,7013.863009999999,3005.9412900000007,1269.0,608.0,661.0
0.7,32,3,17,12288,20481.123,383.72,14068.182099999998,6029.2209,1268.0,608.0,660.0
0.7,32,3,29,12288,10016.7346,0.3196,7011.490499999999,3004.9245,1571.0,800.0,771.0
0.7,32,3,23,12288,10070.5801,0.4247,7049.10878,3021.04662,1268.0,608.0,660.0
0.7,32,3,26,12288,687.2574,0.007,481.07527999999996,206.17512000000005,1269.0,608.0,661.0
0.7,32,3,25,12288,10071.347,0.4425,7049.63315,3021.271350000001,1268.0,608.0,660.0
0.7,32,3,3,24576,10075.9568,0.4609,7052.847129999999,3022.6487700000007,4859.0,2528.0,2331.0
0.7,32,3,2,24576,28355.0356,383.5825,19580.01717,8391.43593,5029.0,2944.0,2085.0
0.7,32,3,22,12288,20447.8791,383.652,14044.95897,6019.26813,1269.0,608.0,661.0
0.7,32,3,15,24576,20427.2319,383.5992,14030.542889999999,6013.0898099999995,4553.0,2224.0,2329.0
0.7,32,3,31,12288,20464.3138,383.6689,14056.45143,6024.19347,1569.0,800.0,769.0
0.7,32,3,20,12288,10040.5339,0.3364,7028.13825,3012.0592500000002,1268.0,608.0,660.0
0.7,32,3,7,24576,10045.7482,0.3904,7031.750459999999,3013.6073400000005,4553.0,2240.0,2313.0
0.7,32,3,8,24576,10080.4768,0.4801,7055.997689999999,3023.9990100000005,4554.0,2240.0,2314.0
0.7,32,3,19,12288,28324.1262,9793.6645,12971.32319,5559.138510000001,1268.0,608.0,660.0
0.7,32,3,4,24576,28312.8425,9793.6313,12963.447839999997,5555.763360000001,4865.0,2544.0,2321.0
0.7,32,3,24,12288,28344.7214,9793.7139,12985.705249999999,5565.302250000001,1269.0,608.0,661.0
0.7,32,3,9,24576,28322.0957,9793.6811,12969.890220000001,5558.524380000003,4553.0,2240.0,2313.0
0.7,32,3,16,24576,20477.5678,383.7027,14065.705569999998,6028.159530000001,4341.0,2144.0,2197.0
0.7,32,3,13,24576,10051.8162,0.4078,7035.985879999998,3015.42252,4553.0,2240.0,2313.0
0.7,32,3,14,24576,10099.2496,0.5034,7069.122339999999,3029.6238600000006,4552.0,2240.0,2312.0
0.7,32,3,30,12288,28315.3268,9793.648,12965.17516,5556.503640000001,1572.0,800.0,772.0
0.7,32,3,5,24576,20442.0521,383.6326,14040.89365,6017.52585,4543.0,2352.0,2191.0
0.7,32,3,12,24576,28338.9102,9793.6975,12981.648889999997,5563.56381,4554.0,2240.0,2314.0
0.7,32,3,32,12288,707.6167,0.0168,495.31993,212.27997000000005,1569.0,800.0,769.0
0.7,32,3,1,24576,28358.3835,9793.7305,12995.257099999999,5569.3958999999995,4868.0,2720.0,2148.0
0.7,32,3,6,24576,20462.4312,383.6859,14055.121709999998,6023.623590000001,5103.0,2912.0,2191.0
0.7,32,4,1,24576,33419.0427,2901.4215,21362.334839999996,9155.286360000002,6952.0,4864.0,2088.0
0.7,32,4,18,12288,3317.6494,0.0153,2322.3438699999997,995.2902300000001,2004.0,1264.0,740.0
0.7,32,4,28,12288,3312.6615,0.0075,2318.8577999999998,993.7962000000002,2724.0,2192.0,532.0
0.7,32,4,26,12288,17998.0337,0.3042,12598.41065,5399.3188500000015,2004.0,1264.0,740.0
0.7,32,4,17,12288,18066.8062,0.4481,12646.450669999998,5419.907429999999,2003.0,1264.0,739.0
0.7,32,4,25,12288,18053.9764,0.3942,12637.50754,5416.07466,2003.0,1264.0,739.0
0.7,32,4,24,12288,33463.814,2901.4719,21393.63947,9168.70263,2004.0,1264.0,740.0
0.7,32,4,30,12288,18019.5708,0.3393,12613.46205,5405.769450000002,2170.0,1568.0,602.0
0.7,32,4,19,12288,33477.115,2901.5241,21402.91363,9172.67727,2003.0,1264.0,739.0
0.7,32,4,22,12288,33467.5212,2901.4907,21396.221350000003,9169.809150000001,2004.0,1264.0,740.0
0.7,32,4,31,12288,42732.8495,17695.5657,17526.098659999996,7511.185140000001,2168.0,1568.0,600.0
0.7,32,4,27,12288,42733.6818,17695.5823,17526.66965,7511.42985,2861.0,2256.0,605.0
0.7,32,4,23,12288,42742.937,17695.599,17533.136599999998,7514.201400000002,2003.0,1264.0,739.0
0.7,32,4,32,12288,18038.0324,0.3567,12626.37299,5411.30271,2168.0,1568.0,600.0
0.7,32,4,20,12288,18039.0105,0.3741,12627.045479999999,5411.590920000001,2003.0,1264.0,739.0
0.7,32,4,10,24576,3325.9812,0.0256,2328.16892,997.7866800000002,6840.0,4544.0,2296.0
0.7,32,4,4,24576,33498.6668,2901.5408,21417.9882,9179.1378,6925.0,4864.0,2061.0
0.7,32,4,13,24576,18019.5914,0.3218,12613.48872,5405.78088,6840.0,4544.0,2296.0
0.7,32,4,9,24576,42711.8335,17695.5318,17511.41119,7504.890510000001,6839.0,4544.0,2295.0
0.7,32,4,7,24576,33437.6346,2901.455,21375.325719999997,9160.853879999999,6840.0,4544.0,2296.0
0.7,32,4,11,24576,33524.9915,0.2866,23467.293429999998,10057.41147,6839.0,4544.0,2295.0
0.7,32,4,2,24576,18048.6078,0.4127,12633.73657,5414.458530000002,7274.0,5024.0,2250.0
0.7,32,4,5,24576,18077.4147,0.4671,12653.863319999999,5423.084280000001,6951.0,4544.0,2407.0
0.7,32,4,14,24576,42761.9475,2901.4045,27902.380100000002,11958.162900000003,6839.0,4544.0,2295.0
0.7,32,4,3,24576,33472.263,2901.5076,21399.528779999997,9171.226620000001,6918.0,4848.0,2070.0
0.7,32,4,8,24576,33439.7552,2901.4382,21376.8219,9161.4951,6841.0,4544.0,2297.0
0.7,32,4,12,24576,42716.2268,17695.5488,17514.474599999998,7506.2033999999985,6841.0,4544.0,2297.0
0.7,32,4,6,24576,18066.7382,0.43,12646.415739999999,5419.892460000001,7183.0,5088.0,2095.0
0.7,32,4,16,24576,42747.58,17695.6159,17536.37487,7515.589230000001,6612.0,4336.0,2276.0
0.7,32,4,15,24576,18083.077,0.4911,12657.81013,5424.775770000002,6840.0,4544.0,2296.0
