exp_label,turn_index,tenant_id,group_label,input_tokens,prefix_hit_tokens,prefix_hit_rate,kv_history_tokens,resident_kv_mib,computation_tokens,prefill_ms,batch_total_computation_tokens,batch_total_resident_kv_mib,batch_pressure_ratio,estimated_prefill_rounds_ratio,joint_compute_x_pressure,joint_compute_x_rounds,compute_over_hit_ratio,context_plus_compute
exp1,4,30,Group2,3705.0,2592.0,0.6995951417004048,3620.0,113.125,1113.0,9782.8887,31562.0,2536.96875,2.477508544921875,3.852783203125,2757.467010498047,4288.147705078125,0.42939814814814814,4733.0
exp1,4,23,Group2,2040.0,784.0,0.3843137254901961,1820.0,56.875,1256.0,9807.8835,31562.0,2536.96875,2.477508544921875,3.852783203125,3111.750732421875,4839.095703125,1.6020408163265305,3076.0
exp1,4,18,Group2,1914.0,656.0,0.34273772204806685,1694.0,52.9375,1258.0,9794.450700000001,31562.0,2536.96875,2.477508544921875,3.852783203125,3116.7057495117188,4846.80126953125,1.9176829268292683,2952.0
exp1,4,13,Group1,3265.0,2000.0,0.6125574272588055,3028.0,94.625,1265.0,9790.3343,31562.0,2536.96875,2.477508544921875,3.852783203125,3134.048309326172,4873.770751953125,0.6325,4293.0
exp1,4,8,Group1,3768.0,2496.0,0.6624203821656051,3531.0,110.34375,1272.0,9750.938999999998,31562.0,2536.96875,2.477508544921875,3.852783203125,3151.390869140625,4900.740234375,0.5096153846153846,4803.0
exp1,4,9,Group1,3163.0,1888.0,0.5969016756244072,2926.0,91.4375,1275.0,9816.4081,31562.0,2536.96875,2.477508544921875,3.852783203125,3158.8233947753906,4912.298583984375,0.6753177966101694,4201.0
exp1,4,3,Group1,3854.0,2816.0,0.730669434353918,3844.0,120.125,1038.0,9818.5611,31562.0,2536.96875,2.477508544921875,3.852783203125,2571.6538696289062,3999.18896484375,0.36860795454545453,4882.0
exp1,4,19,Group2,1647.0,400.0,0.24286581663630843,1427.0,44.59375,1247.0,14489.251,31562.0,2536.96875,2.477508544921875,3.852783203125,3089.453155517578,4804.420654296875,3.1175,2674.0
exp1,4,7,Group1,1448.0,1120.0,0.7734806629834254,1211.0,37.84375,328.0,9811.306,31562.0,2536.96875,2.477508544921875,3.852783203125,812.622802734375,1263.712890625,0.29285714285714287,1539.0
exp1,4,1,Group1,1076.0,944.0,0.8773234200743495,1042.0,32.5625,132.0,14504.0767,31562.0,2536.96875,2.477508544921875,3.852783203125,327.0311279296875,508.5673828125,0.13983050847457626,1174.0
exp1,4,31,Group2,3706.0,2592.0,0.6994063680518079,3621.0,113.15625,1114.0,9839.8546,31562.0,2536.96875,2.477508544921875,3.852783203125,2759.9445190429688,4292.00048828125,0.42978395061728397,4735.0
exp1,4,24,Group2,2100.0,848.0,0.4038095238095238,1880.0,58.75,1252.0,15573.917,31562.0,2536.96875,2.477508544921875,3.852783203125,3101.8406982421875,4823.6845703125,1.4764150943396226,3132.0
exp1,4,29,Group2,1010.0,624.0,0.6178217821782178,925.0,28.90625,386.0,9753.8846,31562.0,2536.96875,2.477508544921875,3.852783203125,956.3182983398438,1487.17431640625,0.6185897435897436,1311.0
exp1,4,14,Group1,3046.0,1776.0,0.5830597504924491,2809.0,87.78125,1270.0,14501.019700000003,31562.0,2536.96875,2.477508544921875,3.852783203125,3146.4358520507812,4893.03466796875,0.7150900900900901,4079.0
exp1,4,6,Group1,3265.0,2208.0,0.6762633996937213,3235.0,101.09375,1057.0,1480.4122999999997,31562.0,2536.96875,2.477508544921875,3.852783203125,2618.726531982422,4072.391845703125,0.478713768115942,4292.0
