exp_label,turn_index,tenant_id,group_label,prefill_ms,computation_tokens,first_token_ts,rank_in_batch,delay_from_earliest_first_token_ms,delta_from_prev_delay_ms
exp1,7,6,Group1,17425.690300000002,1229.0,132087.4267572,19,16329.392400017241,3.0211000121198595
exp1,7,26,Group2,17400.3487,44.0,132087.403362,16,16305.997200019192,12.440600025001913
exp1,7,16,Group1,17305.362500000003,383.0,132087.3072179,7,16209.853100008331,3.6743000091519207
exp1,8,10,Group1,19277.8832,1268.0,132099.2792804,10,18262.381500011543,5.788200011011213
exp1,8,11,Group1,19393.702,1270.0,132099.3953249,17,18378.426000010222,29.4129999820143
exp1,8,27,Group2,31913.956599999998,1035.0,132111.9705999,26,30953.701000020374,20.128600008320063
exp1,8,18,Group2,19360.6237,1043.0,132099.3629082,15,18346.009300032165,31.222099991282448
exp1,8,4,Group1,19272.7139,1307.0,132099.27349219998,9,18256.59330000053,24.339299969142303
exp1,8,32,Group2,19307.253000000004,1029.0,132099.3108679,12,18293.969000020297,0.1756999990902841
exp1,8,29,Group2,1013.9743000000001,1035.0,132081.01689889998,1,0.0,0.0
exp1,8,20,Group2,19246.7914,33.0,132099.2491529,8,18232.25400003139,6.0628000064753
exp1,8,22,Group2,19198.499200000002,146.0,132099.20097459998,4,18184.075700002722,4.1346999641973525
exp1,8,15,Group1,19322.4692,1283.0,132099.324418,13,18307.519100024365,13.550100004067644
exp1,8,30,Group2,31943.5036,38.0,132112.0004806,29,30983.58170001302,1.3496999745257199
exp1,8,23,Group2,19220.8118,34.0,132099.2234211,5,18206.522200023755,22.44650002103299
exp1,8,21,Group2,31823.965,1031.0,132111.87989160002,19,30862.992700043833,12478.209000022616
exp1,8,31,Group2,32056.734400000005,1044.0,132112.0600759,32,31043.17700001411,27.55209998576902
exp1,8,26,Group2,31845.9113,26.0,132111.9023713,21,30885.47240002663,6.690700014587492
exp1,8,7,Group1,19195.847599999997,1281.0,132099.19683990002,3,18179.941000038525,22.608500003116205
exp1,8,17,Group2,19308.560500000003,22.0,132099.3106922,11,18293.793300021207,31.411800009664148
exp1,8,13,Group1,31943.8368,1281.0,132111.99913090002,28,30982.232000038493,27.60960001614876
exp1,8,19,Group2,31866.5958,1032.0,132111.9223726,23,30905.47370002605,5.578899988904595
exp1,8,28,Group2,19398.3353,1037.0,132099.4016826,18,18384.783700021217,6.357700010994449
exp1,8,24,Group2,19226.2436,1038.0,132099.2289703,6,18212.07140001934,5.549199995584786
exp1,8,3,Group1,31887.359500000002,1314.0,132111.94156890002,24,30924.670000036713,19.196300010662526
exp1,8,12,Group1,31973.208599999998,1273.0,132112.0284431,30,31011.544200009666,27.96249999664724
exp1,8,14,Group1,19241.346,1278.0,132099.2430901,7,18226.191200024914,14.11980000557378
exp1,8,8,Group1,31977.710700000003,1276.0,132112.0325238,31,31015.624900028342,4.080700018675998
exp1,8,9,Group1,19330.3197,1282.0,132099.33168610002,14,18314.787200040882,7.268100016517565
exp1,8,5,Group1,31896.0452,1138.0,132111.9504713,25,30933.572400012054,8.902399975340813
exp1,8,2,Group1,31862.7005,1054.0,132111.91679370002,22,30899.894800037146,14.422400010516867
exp1,8,1,Group1,19365.309,1015.0,132099.3659119,16,18349.013000028208,3.0036999960429966
exp1,8,6,Group1,31841.2372,1127.0,132111.8956806,20,30878.78170001204,15.788999968208373
exp1,8,25,Group2,19171.473,1034.0,132099.17423140001,2,18157.33250003541,18157.33250003541
exp1,8,16,Group1,31915.9612,199.0,132111.9715213,27,30954.622400022345,0.9214000019710511
exp1,9,27,Group2,20226.7441,1042.0,132110.2298915,15,18562.043000012636,27.390900009777397
exp1,9,28,Group2,20070.873400000004,1044.0,132110.0738937,2,18406.04520001216,18406.04520001216
exp1,9,22,Group2,20170.201,87.0,132110.1727767,11,18504.92820001091,19.486899982439354
exp1,9,12,Group1,33547.739,1177.0,132123.6059125,27,31938.06400001631,6.1947999929543585
exp1,9,10,Group1,20277.075500000003,1173.0,132110.2785764,18,18610.727899998892,5.514999967999756
exp1,9,11,Group1,33658.6621,1175.0,132123.6599656,31,31992.117100016912,6.417700002202764
exp1,9,30,Group2,20199.0703,1021.0,132110.2025006,14,18534.65210000286,5.9846999938599765
exp1,9,14,Group1,20194.703,1183.0,132110.1965159,13,18528.667400009,22.095799969974905
exp1,9,20,Group2,20092.6576,30.0,132110.09489510002,5,18427.046600030735,10.865600022953004
exp1,9,4,Group1,33493.5243,1029.0,132123.5508154,23,31882.966900011525,3.1208999862428755
exp1,9,13,Group1,20271.278499999997,1170.0,132110.27306140002,17,18605.212900030892,29.73150002071634
exp1,9,8,Group1,20079.1607,1181.0,132110.0802162,3,18412.367700017057,6.322500004898757
exp1,9,24,Group2,33518.602199999994,20.0,132123.5779262,24,31910.077700013062,27.110800001537427
exp1,9,23,Group2,33524.20449999999,1034.0,132123.583445,25,31915.596500009997,5.518799996934831
exp1,9,29,Group2,20239.965099999998,1042.0,132110.2433299,16,18575.481400010176,13.438399997539818
exp1,9,25,Group2,20150.4325,1026.0,132110.15328980002,10,18485.44130002847,7.074900029692799
exp1,9,9,Group1,20173.1248,1171.0,132110.17442010003,12,18506.571600039024,1.6434000281151384
exp1,9,15,Group1,33489.2871,1172.0,132123.5476945,22,31879.84600002528,14.737900026375428
exp1,9,1,Group1,20083.6573,380.0,132110.0840295,4,18416.181000007782,3.813299990724772
exp1,9,6,Group1,33616.998199999995,1061.0,132123.6746228,32,32006.774300010875,14.657199993962422
exp1,9,2,Group1,33542.5609,1269.0,132123.5997177,26,31931.869200023357,16.27270001336001
exp1,9,31,Group2,33576.361600000004,1036.0,132123.6364691,29,31968.620600004215,9.740999987116084
exp1,9,19,Group2,20135.0999,1039.0,132110.1373229,8,18469.474400015315,3.596599999582395
exp1,9,3,Group1,33596.2056,105.0,132123.6535479,30,31985.69940001471,17.078800010494888
exp1,9,17,Group2,20144.174999999996,12.0,132110.14621489999,9,18478.366399998777,8.891999983461574
exp1,9,7,Group1,33569.03740000001,1169.0,132123.6267281,28,31958.8796000171,20.815600000787526
exp1,9,5,Group1,33475.5823,1271.0,132123.5329566,21,31865.108099998906,13218.059799983166
exp1,9,16,Group1,20094.0388,621.0,132110.0959279,6,18428.079400007846,1.0327999771106988
exp1,9,26,Group2,20130.82,340.0,132110.1337263,7,18465.877800015733,37.79840000788681
exp1,9,18,Group2,1665.994,1033.0,132091.6678485,1,0.0,0.0
exp1,9,21,Group2,20304.7457,1040.0,132110.30736590002,19,18639.5174000354,28.789500036509708
exp1,9,32,Group2,20311.1329,729.0,132110.3148968,20,18647.04830001574,7.53089998033829
exp1,10,15,Group1,25211.0381,1116.0,132125.21278610002,4,23379.79020003695,8.37860000319779
exp1,10,26,Group2,25462.792100000002,1036.0,132125.4659033,19,23632.907400024123,33.633300015935674
exp1,10,28,Group2,1830.1571999999999,1034.0,132101.83299589998,1,0.0,0.0
exp1,10,5,Group1,25312.589,1086.0,132125.3134366,10,23480.440700019244,3.501800005324185
exp1,10,8,Group1,25271.568300000003,1124.0,132125.2726652,7,23439.66930001625,14.722000021720305
exp1,10,10,Group1,40259.0296,1117.0,132140.26024459998,20,38427.24869999802,14794.341299973894
exp1,10,24,Group2,25405.6319,11.0,132125.4084825,16,23575.486600020668,7.380600000033155
exp1,10,14,Group1,25369.4334,1111.0,132125.37124950002,14,23538.253600039752,7.26430001668632
exp1,10,9,Group1,3619.6076,1115.0,132103.6205168,2,1787.5209000194445,1787.5209000194445
exp1,10,3,Group1,25422.2227,1047.0,132125.4229913,17,23589.99540001969,14.508799999020994
exp1,10,17,Group2,25398.9689,18.0,132125.4011019,15,23568.106000020634,29.852399980882183
exp1,10,31,Group2,25201.0762,1044.0,132125.20440750002,3,23371.411600033753,21583.890700014308
exp1,10,11,Group1,25273.577400000002,1119.0,132125.2749917,8,23441.995800007135,2.3264999908860773
exp1,10,32,Group2,25254.327100000002,1025.0,132125.25779160002,5,23424.795700033428,45.00549999647774
exp1,10,4,Group1,25340.3972,1043.0,132125.3411803,11,23508.18440000876,27.743699989514425
exp1,10,18,Group2,25429.9828,1039.0,132125.43227,18,23599.274100008188,9.278699988499284
exp1,10,7,Group1,25362.8857,1113.0,132125.3639852,13,23530.989300023066,21.672000002581626
exp1,10,29,Group2,25306.704100000003,1040.0,132125.3099348,9,23476.93890001392,34.943100006785244
exp1,10,30,Group2,25338.9491,1029.0,132125.3423132,12,23509.317300020484,1.1329000117257237
exp1,10,16,Group1,25256.0625,702.0,132125.25794319998,6,23424.94729999453,0.15159996110014617
exp2,1,4,Group1,359.4759,3.0,132010.35997569998,31,308.73889999929816,15.302999963751063
exp2,1,6,Group1,216.88060000000002,8.0,132010.2174913,8,166.25450001447462,101.59790000761859
exp2,1,5,Group1,115.3791,69.0,132010.11589339998,7,64.65660000685602,17.114899994339794
exp2,1,2,Group1,237.6056,840.0,132010.2378432,9,186.60640003508888,20.351900020614266
exp2,1,9,Group1,320.2385,2.0,132010.32122910002,20,269.99230004730634,3.486000030534342
exp2,1,16,Group1,300.8535999999999,47.0,132010.30246009998,13,251.223300001584,3.212399984477088
exp2,1,10,Group1,325.9438999999999,2.0,132010.3270544,22,275.8176000206731,3.2097999937832355
exp2,1,31,Group2,309.4608,7.0,132010.3126152,16,261.3784000277519,7.440899993525818
exp2,1,32,Group2,314.5149,7.0,132010.3177431,19,266.506300016772,0.6083999760448933
exp2,1,15,Group1,291.43489999999997,1.0,132010.29294410002,11,241.70730003970675,41.79000001749955
exp2,1,1,Group1,305.0547,636.0,132010.3051743,15,253.9375000342261,1.455600024200976
exp2,1,8,Group1,56.83559999999999,50.0,132010.05765180002,2,6.415000039851293,6.415000039851293
exp2,1,11,Group1,78.7004,2.0,132010.07980819998,3,28.57140000560321,22.156399965751916
exp2,1,14,Group1,331.02000000000004,2.0,132010.33255750002,24,281.32070004357956,2.927400026237592
exp2,1,3,Group1,334.67990000000003,243.0,132010.3351086,27,283.87180002755485,1.4362999936565757
exp2,1,21,Group2,314.9714,8.0,132010.31713470002,18,265.8979000407271,3.433500009123236
exp2,1,30,Group2,95.75489999999999,7.0,132010.0987785,6,47.54170001251623,5.315899994457141
exp2,1,25,Group2,327.01030000000003,7.0,132010.3296301,23,278.39330001734197,2.5756999966688454
exp2,1,29,Group2,90.52380000000001,6.0,132010.0934626,5,42.22580001805909,4.258600005414337
exp2,1,19,Group2,378.89239999999995,6.0,132010.3809395,32,329.70270002260804,20.963800023309886
exp2,1,13,Group1,249.8311,2.0,132010.2511541,10,199.9173000222072,13.310899987118319
exp2,1,23,Group2,321.47220000000004,6.0,132010.3238446,21,272.6078000268899,2.6154999795835465
exp2,1,7,Group1,298.51130000000006,2.0,132010.2992477,12,248.0109000171069,6.303599977400154
exp2,1,26,Group2,311.0828,7.0,132010.3137012,17,262.4644000316039,1.0860000038519502
exp2,1,28,Group2,48.428999999999995,15.0,132010.05123679998,1,0.0,0.0
exp2,1,27,Group2,330.9595,7.0,132010.3336723,26,282.4355000338983,0.7186000293586403
exp2,1,24,Group2,338.6618,7.0,132010.3411432,29,289.90640002302825,4.593999998178333
