num_gpu_blocks_override,tenant_count,tenant_id,history_limit_tokens,successful_requests,failed_requests,avg_input_tokens,avg_output_tokens,avg_kv_history_tokens,avg_prefix_hit_tokens,avg_prefix_hit_rate,avg_blocking_time_ms,avg_ttft_ms,avg_p95_tbt_ms,avg_ttlt_ms
16384,16,4,8192,10,0,10264.6,2049.0,10099.8,8252.8,0.7162,51.4706,25801.7229,52.6039,215674.9971
16384,16,11,2048,10,0,3134.2,513.0,2986.1,2523.2,0.7364,0.0904,13490.7152,52.9995,83632.6944
16384,16,7,8192,10,0,10044.9,2049.0,9896.8,8048.0,0.7,9.9758,25353.4999,52.5899,215663.6005
16384,16,5,8192,10,0,10172.0,2049.0,10011.1,8164.8,0.7044,0.152,25814.6708,52.5956,215731.1932
16384,16,6,8192,10,0,10372.0,2049.0,10221.8,8377.6,0.7424,96.6923,23488.1462,52.596,215693.7656
16384,16,9,2048,10,0,3133.7,513.0,2985.6,2518.4,0.7365,64.2411,25688.8291,52.9877,83672.6907
16384,16,15,2048,10,0,3132.8,513.0,2984.8,2520.0,0.7349,5.2671,19439.1073,52.9826,83621.9888
16384,16,10,2048,10,0,3133.9,513.0,2985.8,2523.2,0.7365,0.1355,24687.1541,52.9957,83677.7263
16384,16,12,2048,10,0,3133.6,513.0,2985.5,2521.6,0.7351,253.323,21433.1168,52.9787,83638.1932
16384,8,2,8192,10,0,10443.8,2049.0,10276.8,8630.4,0.754,0.049,14717.287,29.7619,120286.3184
16384,8,6,2048,10,0,3461.1,513.0,3310.9,2923.2,0.8225,0.0426,11211.8643,30.0427,45019.574
16384,8,8,2048,10,0,3133.9,513.0,2985.8,2518.4,0.7365,0.0481,9008.2618,30.0416,45013.2747
16384,8,1,8192,10,0,10286.5,2049.0,10115.5,8265.6,0.7318,0.037,15274.9264,29.7621,120271.9031
16384,8,4,8192,10,0,10264.0,2049.0,10099.2,8254.4,0.7165,0.06,12951.7936,29.7567,120301.3964
16384,8,3,8192,10,0,10264.2,2049.0,10099.4,8276.8,0.7163,0.0435,12721.555,29.7537,120293.4855
16384,8,7,2048,10,0,3132.8,513.0,2984.7,2520.0,0.7349,0.0393,13829.413,30.0423,45020.6391
16384,8,5,2048,10,0,3260.6,513.0,3099.7,2633.6,0.747,0.0364,9819.1483,30.0331,45018.5509
